external_id,name_ar,name_en,quantity,unit
MEAL-192,بروكلي,Broccoli,90,g
MEAL-192,فلفل رومي,Bell pepper,70,g
MEAL-192,زيت زيتون,Olive oil,7,g
MEAL-192,الريحان والأوريغانو,Basil Oregano seasoning,2,g
MEAL-193,سلمون,Salmon,160,g
MEAL-193,بطاطس,Potato,190,g
MEAL-193,سبانخ,Spinach,90,g
MEAL-193,خيار,Cucumber,70,g
MEAL-193,زيت زيتون,Olive oil,7,g
MEAL-193,القرفة والفانيليا,Cinnamon Vanilla seasoning,2,g
MEAL-194,تونة,Tuna,130,g
MEAL-194,أرز بني مطبوخ,Cooked brown rice,150,g
MEAL-194,بروكلي,Broccoli,90,g
MEAL-194,فلفل رومي,Bell pepper,70,g
MEAL-194,زيت زيتون,Olive oil,7,g
MEAL-194,الهيل والسمسم,Cardamom Sesame seasoning,2,g
MEAL-195,روبيان,Shrimp,140,g
MEAL-195,معكرونة قمح كامل مطبوخة,Cooked whole-wheat pasta,170,g
MEAL-195,سبانخ,Spinach,90,g
MEAL-195,خيار,Cucumber,70,g
MEAL-195,زيت زيتون,Olive oil,7,g
MEAL-195,الكركم والفلفل,Turmeric Pepper seasoning,2,g
MEAL-196,لحم بقري قليل الدهن,Lean beef,150,g
MEAL-196,بطاطس,Potato,190,g
MEAL-196,بروكلي,Broccoli,90,g
MEAL-196,فلفل رومي,Bell pepper,70,g
MEAL-196,زيت زيتون,Olive oil,7,g
MEAL-196,البقدونس والليمون,Parsley Lemon seasoning,2,g
MEAL-197,توفو,Tofu,160,g
MEAL-197,أرز بني مطبوخ,Cooked brown rice,150,g
MEAL-197,سبانخ,Spinach,90,g
MEAL-197,خيار,Cucumber,70,g
MEAL-197,زيت زيتون,Olive oil,7,g
MEAL-197,الليمون والأعشاب,Lemon Herb seasoning,2,g
MEAL-198,عدس مطبوخ,Cooked lentils,130,g
MEAL-198,معكرونة قمح كامل مطبوخة,Cooked whole-wheat pasta,170,g
MEAL-198,بروكلي,Broccoli,90,g
MEAL-198,فلفل رومي,Bell pepper,70,g
MEAL-198,زيت زيتون,Olive oil,7,g
MEAL-198,الثوم والبابريكا,Garlic Paprika seasoning,2,g
MEAL-199,حمص مطبوخ,Cooked chickpeas,140,g
MEAL-199,بطاطس,Potato,190,g
MEAL-199,سبانخ,Spinach,90,g
MEAL-199,خيار,Cucumber,70,g
MEAL-199,زيت زيتون,Olive oil,7,g
MEAL-199,الكمون والكزبرة,Cumin Coriander seasoning,2,g
MEAL-200,صدر دجاج,Chicken breast,150,g
MEAL-200,أرز بني مطبوخ,Cooked brown rice,150,g
MEAL-200,بروكلي,Broccoli,90,g
MEAL-200,فلفل رومي,Bell pepper,70,g
MEAL-200,زيت زيتون,Olive oil,7,g
MEAL-200,إكليل الجبل والفلفل,Rosemary Pepper seasoning,2,g
MEAL-201,صدر ديك رومي,Turkey breast,160,g
MEAL-201,معكرونة قمح كامل مطبوخة,Cooked whole-wheat pasta,170,g
MEAL-201,سبانخ,Spinach,90,g
MEAL-201,خيار,Cucumber,70,g
MEAL-201,زيت زيتون,Olive oil,7,g
MEAL-201,السماق والنعناع,Sumac Mint seasoning,2,g
MEAL-202,سلمون,Salmon,130,g
MEAL-202,بطاطس,Potato,190,g
MEAL-202,بروكلي,Broccoli,90,g
MEAL-202,فلفل رومي,Bell pepper,70,g
MEAL-202,زيت زيتون,Olive oil,7,g
MEAL-203,تونة,Tuna,140,g
MEAL-203,أرز بني مطبوخ,Cooked brown rice,150,g
MEAL-203,سبانخ,Spinach,90,g
MEAL-203,خيار,Cucumber,70,g
MEAL-203,زيت زيتون,Olive oil,7,g
MEAL-204,روبيان,Shrimp,150,g
MEAL-204,معكرونة قمح كامل مطبوخة,Cooked whole-wheat pasta,170,g
MEAL-204,بروكلي,Broccoli,90,g
MEAL-204,فلفل رومي,Bell pepper,70,g
MEAL-204,زيت زيتون,Olive oil,7,g
MEAL-205,لحم بقري قليل الدهن,Lean beef,160,g
MEAL-205,بطاطس,Potato,190,g
MEAL-205,سبانخ,Spinach,90,g
MEAL-205,خيار,Cucumber,70,g
MEAL-205,زيت زيتون,Olive oil,7,g
MEAL-206,توفو,Tofu,130,g
MEAL-206,أرز بني مطبوخ,Cooked brown rice,150,g
MEAL-206,بروكلي,Broccoli,90,g
MEAL-206,فلفل رومي,Bell pepper,70,g
MEAL-206,زيت زيتون,Olive oil,7,g
MEAL-207,عدس مطبوخ,Cooked lentils,140,g
MEAL-207,معكرونة قمح كامل مطبوخة,Cooked whole-wheat pasta,170,g
MEAL-207,سبانخ,Spinach,90,g
MEAL-207,خيار,Cucumber,70,g
MEAL-207,زيت زيتون,Olive oil,7,g
MEAL-208,حمص مطبوخ,Cooked chickpeas,150,g
MEAL-208,بطاطس,Potato,190,g
MEAL-208,بروكلي,Broccoli,90,g
MEAL-208,فلفل رومي,Bell pepper,70,g
MEAL-208,زيت زيتون,Olive oil,7,g
MEAL-209,صدر دجاج,Chicken breast,160,g
MEAL-209,أرز بني مطبوخ,Cooked brown rice,150,g
MEAL-209,سبانخ,Spinach,90,g
MEAL-209,خيار,Cucumber,70,g
MEAL-209,زيت زيتون,Olive oil,7,g
MEAL-210,صدر ديك رومي,Turkey breast,130,g
MEAL-210,معكرونة قمح كامل مطبوخة,Cooked whole-wheat pasta,170,g
MEAL-210,بروكلي,Broccoli,90,g
MEAL-210,فلفل رومي,Bell pepper,70,g
MEAL-210,زيت زيتون,Olive oil,7,g
MEAL-211,سلمون,Salmon,140,g
MEAL-211,بطاطس,Potato,190,g
MEAL-211,سبانخ,Spinach,90,g
MEAL-211,خيار,Cucumber,70,g
MEAL-211,زيت زيتون,Olive oil,7,g
MEAL-212,تونة,Tuna,150,g
MEAL-212,أرز بني مطبوخ,Cooked brown rice,150,g
MEAL-212,بروكلي,Broccoli,90,g
MEAL-212,فلفل رومي,Bell pepper,70,g
MEAL-212,زيت زيتون,Olive oil,7,g
MEAL-213,روبيان,Shrimp,160,g
MEAL-213,معكرونة قمح كامل مطبوخة,Cooked whole-wheat pasta,170,g
MEAL-213,سبانخ,Spinach,90,g
MEAL-213,خيار,Cucumber,70,g
MEAL-213,زيت زيتون,Olive oil,7,g
MEAL-214,لحم بقري قليل الدهن,Lean beef,130,g
MEAL-214,بطاطس,Potato,190,g
MEAL-214,بروكلي,Broccoli,90,g
MEAL-214,فلفل رومي,Bell pepper,70,g
MEAL-214,زيت زيتون,Olive oil,7,g
MEAL-215,توفو,Tofu,140,g
MEAL-215,أرز بني مطبوخ,Cooked brown rice,150,g
MEAL-215,سبانخ,Spinach,90,g
MEAL-215,خيار,Cucumber,70,g
MEAL-215,زيت زيتون,Olive oil,7,g
MEAL-216,عدس مطبوخ,Cooked lentils,150,g
MEAL-216,معكرونة قمح كامل مطبوخة,Cooked whole-wheat pasta,170,g
MEAL-216,بروكلي,Broccoli,90,g
MEAL-216,فلفل رومي,Bell pepper,70,g
MEAL-216,زيت زيتون,Olive oil,7,g
MEAL-217,حمص مطبوخ,Cooked chickpeas,160,g
MEAL-217,بطاطس,Potato,190,g
MEAL-217,سبانخ,Spinach,90,g
MEAL-217,خيار,Cucumber,70,g
MEAL-217,زيت زيتون,Olive oil,7,g
MEAL-218,صدر دجاج,Chicken breast,130,g
MEAL-218,أرز بني مطبوخ,Cooked brown rice,150,g
MEAL-218,بروكلي,Broccoli,90,g
MEAL-218,فلفل رومي,Bell pepper,70,g
MEAL-218,زيت زيتون,Olive oil,7,g
MEAL-219,صدر ديك رومي,Turkey breast,140,g
MEAL-219,معكرونة قمح كامل مطبوخة,Cooked whole-wheat pasta,170,g
MEAL-219,سبانخ,Spinach,90,g
MEAL-219,خيار,Cucumber,70,g
MEAL-219,زيت زيتون,Olive oil,7,g
MEAL-220,زبادي يوناني,Greek yogurt,170,g
MEAL-220,موز,Banana,100,g
MEAL-220,لوز,Almonds,14,g
MEAL-220,عسل,Honey,7,g
MEAL-220,البقدونس والليمون,Parsley Lemon seasoning,2,g
MEAL-221,تفاح,Apple,150,g
MEAL-221,زبدة فول سوداني,Peanut butter,24,g
MEAL-221,جبن قريش,Cottage cheese,100,g
MEAL-221,الليمون والأعشاب,Lemon Herb seasoning,2,g
MEAL-222,حمص مطبوخ,Cooked chickpeas,120,g
MEAL-222,طحينة,Tahini,15,g
MEAL-222,خيار,Cucumber,100,g
MEAL-222,طماطم,Tomato,80,g
MEAL-222,الثوم والبابريكا,Garlic Paprika seasoning,2,g
MEAL-223,شوفان,Oats,35,g
MEAL-223,تمر,Dates,35,g
MEAL-223,زبدة فول سوداني,Peanut butter,18,g
MEAL-223,كاكاو غير محلى,Unsweetened cocoa,6,g
MEAL-223,الكمون والكزبرة,Cumin Coriander seasoning,2,g
MEAL-224,زبادي يوناني,Greek yogurt,170,g
MEAL-224,توت مشكل,Mixed berries,100,g
MEAL-224,لوز,Almonds,14,g
MEAL-224,عسل,Honey,7,g
MEAL-224,إكليل الجبل والفلفل,Rosemary Pepper seasoning,2,g
MEAL-225,تفاح,Apple,150,g
MEAL-225,زبدة فول سوداني,Peanut butter,24,g
MEAL-225,جبن قريش,Cottage cheese,100,g
MEAL-225,السماق والنعناع,Sumac Mint seasoning,2,g
MEAL-226,حمص مطبوخ,Cooked chickpeas,120,g
MEAL-226,طحينة,Tahini,15,g
MEAL-226,خيار,Cucumber,100,g
MEAL-226,طماطم,Tomato,80,g
MEAL-226,الزنجبيل والليمون الأخضر,Ginger Lime seasoning,2,g
MEAL-227,شوفان,Oats,35,g
MEAL-227,تمر,Dates,35,g
MEAL-227,زبدة فول سوداني,Peanut butter,18,g
MEAL-227,كاكاو غير محلى,Unsweetened cocoa,6,g
MEAL-227,الشبت والحمضيات,Dill Citrus seasoning,2,g
MEAL-228,زبادي يوناني,Greek yogurt,170,g
MEAL-228,برتقال,Orange,100,g
MEAL-228,لوز,Almonds,14,g
MEAL-228,عسل,Honey,7,g
MEAL-228,الريحان والأوريغانو,Basil Oregano seasoning,2,g
MEAL-229,تفاح,Apple,150,g
MEAL-229,زبدة فول سوداني,Peanut butter,24,g
MEAL-229,جبن قريش,Cottage cheese,100,g
MEAL-229,القرفة والفانيليا,Cinnamon Vanilla seasoning,2,g
MEAL-230,حمص مطبوخ,Cooked chickpeas,120,g
MEAL-230,طحينة,Tahini,15,g
MEAL-230,خيار,Cucumber,100,g
MEAL-230,طماطم,Tomato,80,g
MEAL-230,الهيل والسمسم,Cardamom Sesame seasoning,2,g
MEAL-231,شوفان,Oats,35,g
MEAL-231,تمر,Dates,35,g
MEAL-231,زبدة فول سوداني,Peanut butter,18,g
MEAL-231,كاكاو غير محلى,Unsweetened cocoa,6,g
MEAL-231,الكركم والفلفل,Turmeric Pepper seasoning,2,g
MEAL-232,زبادي يوناني,Greek yogurt,170,g
MEAL-232,موز,Banana,100,g
MEAL-232,لوز,Almonds,14,g
MEAL-232,عسل,Honey,7,g
MEAL-232,البقدونس والليمون,Parsley Lemon seasoning,2,g
MEAL-233,تفاح,Apple,150,g
MEAL-233,زبدة فول سوداني,Peanut butter,24,g
MEAL-233,جبن قريش,Cottage cheese,100,g
MEAL-233,الليمون والأعشاب,Lemon Herb seasoning,2,g
MEAL-234,حمص مطبوخ,Cooked chickpeas,120,g
MEAL-234,طحينة,Tahini,15,g
MEAL-234,خيار,Cucumber,100,g
MEAL-234,طماطم,Tomato,80,g
MEAL-234,الثوم والبابريكا,Garlic Paprika seasoning,2,g
MEAL-235,شوفان,Oats,35,g
MEAL-235,تمر,Dates,35,g
MEAL-235,زبدة فول سوداني,Peanut butter,18,g
MEAL-235,كاكاو غير محلى,Unsweetened cocoa,6,g
MEAL-235,الكمون والكزبرة,Cumin Coriander seasoning,2,g
MEAL-236,زبادي يوناني,Greek yogurt,170,g
MEAL-236,توت مشكل,Mixed berries,100,g
MEAL-236,لوز,Almonds,14,g
MEAL-236,عسل,Honey,7,g
MEAL-237,تفاح,Apple,150,g
MEAL-237,زبدة فول سوداني,Peanut butter,24,g
MEAL-237,جبن قريش,Cottage cheese,100,g
MEAL-237,السماق والنعناع,Sumac Mint seasoning,2,g
MEAL-238,حمص مطبوخ,Cooked chickpeas,120,g
MEAL-238,طحينة,Tahini,15,g
MEAL-238,خيار,Cucumber,100,g
MEAL-238,طماطم,Tomato,80,g
MEAL-238,الزنجبيل والليمون الأخضر,Ginger Lime seasoning,2,g
MEAL-239,شوفان,Oats,35,g
MEAL-239,تمر,Dates,35,g
MEAL-239,زبدة فول سوداني,Peanut butter,18,g
MEAL-239,كاكاو غير محلى,Unsweetened cocoa,6,g
MEAL-239,الشبت والحمضيات,Dill Citrus seasoning,2,g
MEAL-240,زبادي يوناني,Greek yogurt,170,g
MEAL-240,برتقال,Orange,100,g
MEAL-240,لوز,Almonds,14,g
MEAL-240,عسل,Honey,7,g
MEAL-241,تفاح,Apple,150,g
MEAL-241,زبدة فول سوداني,Peanut butter,24,g
MEAL-241,جبن قريش,Cottage cheese,100,g
MEAL-241,القرفة والفانيليا,Cinnamon Vanilla seasoning,2,g
MEAL-242,حمص مطبوخ,Cooked chickpeas,120,g
MEAL-242,طحينة,Tahini,15,g
MEAL-242,خيار,Cucumber,100,g
MEAL-242,طماطم,Tomato,80,g
MEAL-242,الهيل والسمسم,Cardamom Sesame seasoning,2,g
MEAL-243,شوفان,Oats,35,g
MEAL-243,تمر,Dates,35,g
MEAL-243,زبدة فول سوداني,Peanut butter,18,g
MEAL-243,كاكاو غير محلى,Unsweetened cocoa,6,g
MEAL-243,الكركم والفلفل,Turmeric Pepper seasoning,2,g
MEAL-244,زبادي يوناني,Greek yogurt,170,g
MEAL-244,موز,Banana,100,g
MEAL-244,لوز,Almonds,14,g
MEAL-244,عسل,Honey,7,g
MEAL-245,تفاح,Apple,150,g
MEAL-245,زبدة فول سوداني,Peanut butter,24,g
MEAL-245,جبن قريش,Cottage cheese,100,g
MEAL-246,حمص مطبوخ,Cooked chickpeas,120,g
MEAL-246,طحينة,Tahini,15,g
MEAL-246,خيار,Cucumber,100,g
MEAL-246,طماطم,Tomato,80,g
MEAL-247,شوفان,Oats,35,g
MEAL-247,تمر,Dates,35,g
MEAL-247,زبدة فول سوداني,Peanut butter,18,g
MEAL-247,كاكاو غير محلى,Unsweetened cocoa,6,g
MEAL-248,موز,Banana,110,g
MEAL-248,شوفان,Oats,35,g
MEAL-248,حليب قليل الدسم,Low-fat milk,180,g
MEAL-248,عسل,Honey,8,g
MEAL-248,كاكاو غير محلى,Unsweetened cocoa,4,g
MEAL-249,موز,Banana,110,g
MEAL-249,شوفان,Oats,40,g
MEAL-249,حليب قليل الدسم,Low-fat milk,180,g
MEAL-249,عسل,Honey,8,g
MEAL-249,كاكاو غير محلى,Unsweetened cocoa,4,g
MEAL-250,موز,Banana,110,g
MEAL-250,شوفان,Oats,45,g
MEAL-250,حليب قليل الدسم,Low-fat milk,180,g
MEAL-250,عسل,Honey,8,g
MEAL-250,كاكاو غير محلى,Unsweetened cocoa,4,g
MEAL-251,موز,Banana,110,g
MEAL-251,شوفان,Oats,35,g
MEAL-251,حليب قليل الدسم,Low-fat milk,180,g
MEAL-251,عسل,Honey,8,g
MEAL-251,كاكاو غير محلى,Unsweetened cocoa,4,g
MEAL-252,موز,Banana,110,g
MEAL-252,شوفان,Oats,40,g
MEAL-252,حليب قليل الدسم,Low-fat milk,180,g
MEAL-252,عسل,Honey,8,g
MEAL-252,كاكاو غير محلى,Unsweetened cocoa,4,g
MEAL-253,موز,Banana,110,g
MEAL-253,شوفان,Oats,45,g
MEAL-253,حليب قليل الدسم,Low-fat milk,180,g
MEAL-253,عسل,Honey,8,g
MEAL-253,كاكاو غير محلى,Unsweetened cocoa,4,g
MEAL-254,موز,Banana,110,g
MEAL-254,شوفان,Oats,35,g
MEAL-254,حليب قليل الدسم,Low-fat milk,180,g
MEAL-254,عسل,Honey,8,g
MEAL-254,كاكاو غير محلى,Unsweetened cocoa,4,g
MEAL-255,موز,Banana,110,g
MEAL-255,شوفان,Oats,40,g
MEAL-255,حليب قليل الدسم,Low-fat milk,180,g
MEAL-255,عسل,Honey,8,g
MEAL-255,كاكاو غير محلى,Unsweetened cocoa,4,g
MEAL-256,موز,Banana,110,g
MEAL-256,شوفان,Oats,45,g
MEAL-256,حليب قليل الدسم,Low-fat milk,180,g
MEAL-256,عسل,Honey,8,g
MEAL-256,كاكاو غير محلى,Unsweetened cocoa,4,g
MEAL-257,موز,Banana,110,g
MEAL-257,شوفان,Oats,35,g
MEAL-257,حليب قليل الدسم,Low-fat milk,180,g
MEAL-257,عسل,Honey,8,g
MEAL-257,كاكاو غير محلى,Unsweetened cocoa,4,g
MEAL-258,موز,Banana,110,g
MEAL-258,شوفان,Oats,40,g
MEAL-258,حليب قليل الدسم,Low-fat milk,180,g
MEAL-258,عسل,Honey,8,g
MEAL-258,كاكاو غير محلى,Unsweetened cocoa,4,g
MEAL-259,موز,Banana,110,g
MEAL-259,شوفان,Oats,45,g
MEAL-259,حليب قليل الدسم,Low-fat milk,180,g
MEAL-259,عسل,Honey,8,g
MEAL-259,كاكاو غير محلى,Unsweetened cocoa,4,g
MEAL-260,موز,Banana,110,g
MEAL-260,شوفان,Oats,35,g
MEAL-260,حليب قليل الدسم,Low-fat milk,180,g
MEAL-260,عسل,Honey,8,g
MEAL-260,كاكاو غير محلى,Unsweetened cocoa,4,g
MEAL-261,موز,Banana,110,g
MEAL-261,شوفان,Oats,40,g
MEAL-261,حليب قليل الدسم,Low-fat milk,180,g
MEAL-261,عسل,Honey,8,g
MEAL-261,كاكاو غير محلى,Unsweetened cocoa,4,g
MEAL-262,موز,Banana,110,g
MEAL-262,شوفان,Oats,45,g
MEAL-262,حليب قليل الدسم,Low-fat milk,180,g
MEAL-262,عسل,Honey,8,g
MEAL-262,كاكاو غير محلى,Unsweetened cocoa,4,g
MEAL-263,موز,Banana,110,g
MEAL-263,شوفان,Oats,35,g
MEAL-263,حليب قليل الدسم,Low-fat milk,180,g
MEAL-263,عسل,Honey,8,g
MEAL-263,كاكاو غير محلى,Unsweetened cocoa,4,g
MEAL-264,مسحوق بروتين مصل الحليب,Whey protein powder,30,g
MEAL-264,موز,Banana,120,g
MEAL-264,شوفان,Oats,35,g
MEAL-264,حليب قليل الدسم,Low-fat milk,250,g
MEAL-264,بذور الشيا,Chia seeds,8,g
MEAL-264,الريحان والأوريغانو,Basil Oregano seasoning,2,g
MEAL-265,مسحوق بروتين مصل الحليب,Whey protein powder,30,g
MEAL-265,توت مشكل,Mixed berries,120,g
MEAL-265,شوفان,Oats,35,g
MEAL-265,حليب قليل الدسم,Low-fat milk,250,g
MEAL-265,بذور الشيا,Chia seeds,8,g
MEAL-265,القرفة والفانيليا,Cinnamon Vanilla seasoning,2,g
MEAL-266,مسحوق بروتين مصل الحليب,Whey protein powder,30,g
MEAL-266,برتقال,Orange,120,g
MEAL-266,شوفان,Oats,35,g
MEAL-266,حليب قليل الدسم,Low-fat milk,250,g
MEAL-266,بذور الشيا,Chia seeds,8,g
MEAL-266,الهيل والسمسم,Cardamom Sesame seasoning,2,g
MEAL-267,مسحوق بروتين مصل الحليب,Whey protein powder,30,g
MEAL-267,موز,Banana,120,g
MEAL-267,شوفان,Oats,35,g
MEAL-267,حليب قليل الدسم,Low-fat milk,250,g
MEAL-267,بذور الشيا,Chia seeds,8,g
MEAL-267,الكركم والفلفل,Turmeric Pepper seasoning,2,g
MEAL-268,مسحوق بروتين مصل الحليب,Whey protein powder,30,g
MEAL-268,توت مشكل,Mixed berries,120,g
MEAL-268,شوفان,Oats,35,g
MEAL-268,حليب قليل الدسم,Low-fat milk,250,g
MEAL-268,بذور الشيا,Chia seeds,8,g
MEAL-268,البقدونس والليمون,Parsley Lemon seasoning,2,g
MEAL-269,مسحوق بروتين مصل الحليب,Whey protein powder,30,g
MEAL-269,برتقال,Orange,120,g
MEAL-269,شوفان,Oats,35,g
MEAL-269,حليب قليل الدسم,Low-fat milk,250,g
MEAL-269,بذور الشيا,Chia seeds,8,g
MEAL-269,الليمون والأعشاب,Lemon Herb seasoning,2,g
MEAL-270,مسحوق بروتين مصل الحليب,Whey protein powder,30,g
MEAL-270,موز,Banana,120,g
MEAL-270,شوفان,Oats,35,g
MEAL-270,حليب قليل الدسم,Low-fat milk,250,g
MEAL-270,بذور الشيا,Chia seeds,8,g
MEAL-270,الثوم والبابريكا,Garlic Paprika seasoning,2,g
MEAL-271,مسحوق بروتين مصل الحليب,Whey protein powder,30,g
MEAL-271,توت مشكل,Mixed berries,120,g
MEAL-271,شوفان,Oats,35,g
MEAL-271,حليب قليل الدسم,Low-fat milk,250,g
MEAL-271,بذور الشيا,Chia seeds,8,g
MEAL-271,الكمون والكزبرة,Cumin Coriander seasoning,2,g
MEAL-272,مسحوق بروتين مصل الحليب,Whey protein powder,30,g
MEAL-272,برتقال,Orange,120,g
MEAL-272,شوفان,Oats,35,g
MEAL-272,حليب قليل الدسم,Low-fat milk,250,g
MEAL-272,بذور الشيا,Chia seeds,8,g
MEAL-272,إكليل الجبل والفلفل,Rosemary Pepper seasoning,2,g
MEAL-273,مسحوق بروتين مصل الحليب,Whey protein powder,30,g
MEAL-273,موز,Banana,120,g
MEAL-273,شوفان,Oats,35,g
MEAL-273,حليب قليل الدسم,Low-fat milk,250,g
MEAL-273,بذور الشيا,Chia seeds,8,g
MEAL-273,السماق والنعناع,Sumac Mint seasoning,2,g
MEAL-274,مسحوق بروتين مصل الحليب,Whey protein powder,30,g
MEAL-274,توت مشكل,Mixed berries,120,g
MEAL-274,شوفان,Oats,35,g
MEAL-274,حليب قليل الدسم,Low-fat milk,250,g
MEAL-274,بذور الشيا,Chia seeds,8,g
MEAL-274,الزنجبيل والليمون الأخضر,Ginger Lime seasoning,2,g
MEAL-275,مسحوق بروتين مصل الحليب,Whey protein powder,30,g
MEAL-275,برتقال,Orange,120,g
MEAL-275,شوفان,Oats,35,g
MEAL-275,حليب قليل الدسم,Low-fat milk,250,g
MEAL-275,بذور الشيا,Chia seeds,8,g
MEAL-275,الشبت والحمضيات,Dill Citrus seasoning,2,g
MEAL-276,مسحوق بروتين مصل الحليب,Whey protein powder,30,g
MEAL-276,موز,Banana,120,g
MEAL-276,شوفان,Oats,35,g
MEAL-276,حليب قليل الدسم,Low-fat milk,250,g
MEAL-276,بذور الشيا,Chia seeds,8,g
MEAL-276,الريحان والأوريغانو,Basil Oregano seasoning,2,g
MEAL-277,مسحوق بروتين مصل الحليب,Whey protein powder,30,g
MEAL-277,توت مشكل,Mixed berries,120,g
MEAL-277,شوفان,Oats,35,g
MEAL-277,حليب قليل الدسم,Low-fat milk,250,g
MEAL-277,بذور الشيا,Chia seeds,8,g
MEAL-277,القرفة والفانيليا,Cinnamon Vanilla seasoning,2,g
MEAL-278,مسحوق بروتين مصل الحليب,Whey protein powder,30,g
MEAL-278,برتقال,Orange,120,g
MEAL-278,شوفان,Oats,35,g
MEAL-278,حليب قليل الدسم,Low-fat milk,250,g
MEAL-278,بذور الشيا,Chia seeds,8,g
MEAL-278,الهيل والسمسم,Cardamom Sesame seasoning,2,g
MEAL-279,مسحوق بروتين مصل الحليب,Whey protein powder,30,g
MEAL-279,موز,Banana,120,g
MEAL-279,شوفان,Oats,35,g
MEAL-279,حليب قليل الدسم,Low-fat milk,250,g
MEAL-279,بذور الشيا,Chia seeds,8,g
MEAL-279,الكركم والفلفل,Turmeric Pepper seasoning,2,g
MEAL-280,مسحوق بروتين مصل الحليب,Whey protein powder,30,g
MEAL-280,توت مشكل,Mixed berries,120,g
MEAL-280,شوفان,Oats,35,g
MEAL-280,حليب قليل الدسم,Low-fat milk,250,g
MEAL-280,بذور الشيا,Chia seeds,8,g
MEAL-280,البقدونس والليمون,Parsley Lemon seasoning,2,g
MEAL-281,مسحوق بروتين مصل الحليب,Whey protein powder,30,g
MEAL-281,برتقال,Orange,120,g
MEAL-281,شوفان,Oats,35,g
MEAL-281,حليب قليل الدسم,Low-fat milk,250,g
MEAL-281,بذور الشيا,Chia seeds,8,g
MEAL-282,مسحوق بروتين مصل الحليب,Whey protein powder,30,g
MEAL-282,موز,Banana,120,g
MEAL-282,شوفان,Oats,35,g
MEAL-282,حليب قليل الدسم,Low-fat milk,250,g
MEAL-282,بذور الشيا,Chia seeds,8,g
MEAL-283,مسحوق بروتين مصل الحليب,Whey protein powder,30,g
MEAL-283,توت مشكل,Mixed berries,120,g
MEAL-283,شوفان,Oats,35,g
MEAL-283,حليب قليل الدسم,Low-fat milk,250,g
MEAL-283,بذور الشيا,Chia seeds,8,g
MEAL-284,ماء جوز الهند,Coconut water,280,g
MEAL-284,برتقال,Orange,120,g
MEAL-284,أناناس,Pineapple,90,g
MEAL-284,بذور الشيا,Chia seeds,8,g
MEAL-285,حليب صويا غير محلى,Unsweetened soy milk,260,g
MEAL-285,مسحوق بروتين مصل الحليب,Whey protein powder,24,g
MEAL-285,كاكاو غير محلى,Unsweetened cocoa,7,g
MEAL-285,تمر,Dates,24,g
MEAL-286,حليب قليل الدسم,Low-fat milk,250,g
MEAL-286,توت مشكل,Mixed berries,120,g
MEAL-286,زبادي يوناني,Greek yogurt,80,g
MEAL-286,عسل,Honey,8,g
MEAL-287,ماء,Water,300,g
MEAL-287,مانجو,Mango,140,g
MEAL-287,بذور الشيا,Chia seeds,12,g
MEAL-287,عسل,Honey,6,g
MEAL-288,ماء جوز الهند,Coconut water,280,g
MEAL-288,برتقال,Orange,120,g
MEAL-288,أناناس,Pineapple,90,g
MEAL-288,بذور الشيا,Chia seeds,8,g
MEAL-289,حليب صويا غير محلى,Unsweetened soy milk,260,g
MEAL-289,مسحوق بروتين مصل الحليب,Whey protein powder,24,g
MEAL-289,كاكاو غير محلى,Unsweetened cocoa,7,g
MEAL-289,تمر,Dates,24,g
MEAL-290,حليب قليل الدسم,Low-fat milk,250,g
MEAL-290,توت مشكل,Mixed berries,120,g
MEAL-290,زبادي يوناني,Greek yogurt,80,g
MEAL-290,عسل,Honey,8,g
MEAL-291,ماء,Water,300,g
MEAL-291,مانجو,Mango,140,g
MEAL-291,بذور الشيا,Chia seeds,12,g
MEAL-291,عسل,Honey,6,g
MEAL-292,ماء جوز الهند,Coconut water,280,g
MEAL-292,برتقال,Orange,120,g
MEAL-292,أناناس,Pineapple,90,g
MEAL-292,بذور الشيا,Chia seeds,8,g
MEAL-293,حليب صويا غير محلى,Unsweetened soy milk,260,g
MEAL-293,مسحوق بروتين مصل الحليب,Whey protein powder,24,g
MEAL-293,كاكاو غير محلى,Unsweetened cocoa,7,g
MEAL-293,تمر,Dates,24,g
MEAL-294,حليب قليل الدسم,Low-fat milk,250,g
MEAL-294,توت مشكل,Mixed berries,120,g
MEAL-294,زبادي يوناني,Greek yogurt,80,g
MEAL-294,عسل,Honey,8,g
MEAL-295,ماء,Water,300,g
MEAL-295,مانجو,Mango,140,g
MEAL-295,بذور الشيا,Chia seeds,12,g
MEAL-295,عسل,Honey,6,g
MEAL-296,ماء جوز الهند,Coconut water,280,g
MEAL-296,برتقال,Orange,120,g
MEAL-296,أناناس,Pineapple,90,g
MEAL-296,بذور الشيا,Chia seeds,8,g
MEAL-297,حليب صويا غير محلى,Unsweetened soy milk,260,g
MEAL-297,مسحوق بروتين مصل الحليب,Whey protein powder,24,g
MEAL-297,كاكاو غير محلى,Unsweetened cocoa,7,g
MEAL-297,تمر,Dates,24,g
MEAL-298,حليب قليل الدسم,Low-fat milk,250,g
MEAL-298,توت مشكل,Mixed berries,120,g
MEAL-298,زبادي يوناني,Greek yogurt,80,g
MEAL-298,عسل,Honey,8,g
MEAL-299,ماء,Water,300,g
MEAL-299,مانجو,Mango,140,g
MEAL-299,بذور الشيا,Chia seeds,12,g
MEAL-299,عسل,Honey,6,g
