"external_id","name_ar","name_en","active","status","review_status","meal_type","operational_category","classification_source","breakfast_suitability","main_meal_suitability","snack_suitability","pre_workout_suitability","post_workout_suitability","pre_workout_conservative_usable","post_workout_conservative_usable","calories","protein_g","carbs_g","fat_g","fiber_g","fiber_source","serving_size","serving_unit","yield_servings","ingredients","preparation_steps_ar","preparation_steps_en","image_path","image_thumb_path","image_status","media_file_status","substitution_profile","allergens","dietary_tags","halal_tag","vegetarian_tag","vegan_tag","suitable_goals","notes","source_origin"
"MEAL-119","وعاء الكسكس بالطحينة والليمون مع العدس","Tahini-Lemon Couscous Bowl with Lentils","YES_DERIVED_FROM_PUBLISHED_READY","published","ready","lunch","MAIN_MEAL","OFFICIAL_MEAL_TYPE","NO_OFFICIAL","YES_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO","NO","827","21","81.5","46.3","11.2","qa.derived_fiber_g","453","g","1","عدس مطهو / Lentils, cooked: 60g; كسكس مطهو / Couscous, cooked: 251g; فطر أبيض مطهو / White mushrooms, cooked: 20g; فلفل حلو أحمر طازج / Red bell pepper, raw: 55g; زيت زيتون / Olive oil: 30g; طحينة سمسم / Sesame butter, tahini: 29g; عصير ليمون طازج / Lemon juice, raw: 8g","سخّن أو حضّر كمية العدس المحددة وفق حالتها المطهوة المدرجة. | سخّن المكونات المطهوة وحضّر المكونات الطازجة من الكميات المحددة من الكسكس، الفطر، الفلفل الأحمر، زيت الزيتون، الطحينة، الليمون مع الحفاظ على حالة كل مكوّن المسجلة. | رتّب الحصة كاملة في وعاء حجري عريض وضحل باستخدام العدس، الكسكس، الفطر، الفلفل الأحمر، زيت الزيتون، الطحينة، الليمون فقط ووزّع الصلصات والتوابل بخفة وتساوٍ.","Warm or prepare the measured Lentils using its listed cooked form. | Warm cooked components and prepare fresh components from the measured Couscous, Mushrooms, Red Pepper, Olive Oil, Tahini, Lemon, keeping each food in its recorded state. | Arrange the complete serving in one wide shallow stoneware bowl using only Lentils, Couscous, Mushrooms, Red Pepper, Olive Oil, Tahini, Lemon; distribute sauces and seasonings lightly and evenly.","/nutrition/meals/MEAL-119/cover.webp","/nutrition/meals/MEAL-119/cover-thumb.webp","ready","FILES_PRESENT","{""calorie_band_kcal"":""600_plus"",""protein_band_g"":""20_29"",""carb_band_g"":""high"",""fat_band_g"":""high"",""meal_type_required"":true,""max_calorie_delta_pct"":10,""max_protein_delta_g"":8,""exclude_allergens"":true}","gluten|sesame","vegetarian|vegan|pescatarian|high_fiber","NOT_AVAILABLE","YES_EXPLICIT","YES_EXPLICIT","fat_loss|maintenance|muscle_gain","Nutrition Library V2. USDA FoodData Central. One serving. Identity is external_id.","USDA FoodData Central — SR Legacy (April 2018 release)"
"MEAL-120","وعاء البرغل بالطماطم والبقدونس مع الديك الرومي","Tomato-Parsley Bulgur Bowl with Turkey","YES_DERIVED_FROM_PUBLISHED_READY","published","ready","lunch","MAIN_MEAL","OFFICIAL_MEAL_TYPE","NO_OFFICIAL","YES_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO","NO","446","36.1","53","9.9","16.4","qa.derived_fiber_g","501","g","1","صدر ديك رومي مطهو ومشوي / Turkey breast, cooked, roasted: 85g; برغل مطهو / Bulgur, cooked: 229g; خس روماني طازج / Romaine lettuce, raw: 38g; فطر أبيض مطهو / White mushrooms, cooked: 73g; أفوكادو طازج / Avocado, raw: 48g; طماطم طازجة / Tomato, raw: 20g; بقدونس طازج / Fresh parsley: 8g","سخّن أو حضّر كمية الديك الرومي المحددة وفق حالتها المطهوة المدرجة. | سخّن المكونات المطهوة وحضّر المكونات الطازجة من الكميات المحددة من البرغل، الخس الروماني، الفطر، الأفوكادو، الطماطم، البقدونس مع الحفاظ على حالة كل مكوّن المسجلة. | رتّب الحصة كاملة في وعاء حجري عريض وضحل باستخدام الديك الرومي، البرغل، الخس الروماني، الفطر، الأفوكادو، الطماطم، البقدونس فقط ووزّع الصلصات والتوابل بخفة وتساوٍ.","Warm or prepare the measured Turkey using its listed cooked form. | Warm cooked components and prepare fresh components from the measured Bulgur, Romaine, Mushrooms, Avocado, Tomato, Parsley, keeping each food in its recorded state. | Arrange the complete serving in one wide shallow stoneware bowl using only Turkey, Bulgur, Romaine, Mushrooms, Avocado, Tomato, Parsley; distribute sauces and seasonings lightly and evenly.","/nutrition/meals/MEAL-120/cover.webp","/nutrition/meals/MEAL-120/cover-thumb.webp","ready","FILES_PRESENT","{""calorie_band_kcal"":""300_449"",""protein_band_g"":""30_39"",""carb_band_g"":""high"",""fat_band_g"":""moderate"",""meal_type_required"":true,""max_calorie_delta_pct"":10,""max_protein_delta_g"":8,""exclude_allergens"":true}","gluten","high_protein|high_fiber","NOT_AVAILABLE","NO_EXPLICIT_TAG","NO_EXPLICIT_TAG","fat_loss|maintenance|muscle_gain","Nutrition Library V2. USDA FoodData Central. One serving. Identity is external_id.","USDA FoodData Central — SR Legacy (April 2018 release)"
"MEAL-121","وعاء البطاطا الحلوة بالطماطم والبقدونس مع الإدامامي","Tomato-Parsley Sweet Potato Bowl with Edamame","YES_DERIVED_FROM_PUBLISHED_READY","published","ready","lunch","MAIN_MEAL","OFFICIAL_MEAL_TYPE","NO_OFFICIAL","YES_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO","NO","776","24.9","79.8","39.7","17.5","qa.derived_fiber_g","618","g","1","فول صويا أخضر مطهو / Green soybeans, cooked: 139g; بطاطا حلوة مشوية / Baked sweet potato: 280g; سبانخ مطهوة / Spinach, cooked: 20g; كوسا مطهوة / Zucchini, cooked: 20g; زيت زيتون / Olive oil: 30g; طماطم طازجة / Tomato, raw: 121g; بقدونس طازج / Fresh parsley: 8g","سخّن أو حضّر كمية الإدامامي المحددة وفق حالتها المطهوة المدرجة. | سخّن المكونات المطهوة وحضّر المكونات الطازجة من الكميات المحددة من البطاطا الحلوة، السبانخ، الكوسا، زيت الزيتون، الطماطم، البقدونس مع الحفاظ على حالة كل مكوّن المسجلة. | رتّب الحصة كاملة في وعاء حجري عريض وضحل باستخدام الإدامامي، البطاطا الحلوة، السبانخ، الكوسا، زيت الزيتون، الطماطم، البقدونس فقط ووزّع الصلصات والتوابل بخفة وتساوٍ.","Warm or prepare the measured Edamame using its listed cooked form. | Warm cooked components and prepare fresh components from the measured Sweet Potato, Spinach, Zucchini, Olive Oil, Tomato, Parsley, keeping each food in its recorded state. | Arrange the complete serving in one wide shallow stoneware bowl using only Edamame, Sweet Potato, Spinach, Zucchini, Olive Oil, Tomato, Parsley; distribute sauces and seasonings lightly and evenly.","/nutrition/meals/MEAL-121/cover.webp","/nutrition/meals/MEAL-121/cover-thumb.webp","ready","FILES_PRESENT","{""calorie_band_kcal"":""600_plus"",""protein_band_g"":""20_29"",""carb_band_g"":""high"",""fat_band_g"":""high"",""meal_type_required"":true,""max_calorie_delta_pct"":10,""max_protein_delta_g"":8,""exclude_allergens"":true}","soy","vegetarian|vegan|pescatarian|gluten_free|high_fiber","NOT_AVAILABLE","YES_EXPLICIT","YES_EXPLICIT","fat_loss|maintenance|muscle_gain","Nutrition Library V2. USDA FoodData Central. One serving. Identity is external_id.","USDA FoodData Central — SR Legacy (April 2018 release)"
"MEAL-122","وعاء الأرز البني بالثوم والبابريكا مع التونة","Garlic-Paprika Brown Rice Bowl with Tuna","YES_DERIVED_FROM_PUBLISHED_READY","published","ready","lunch","MAIN_MEAL","OFFICIAL_MEAL_TYPE","NO_OFFICIAL","YES_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO","NO","806","33.7","88.1","35.4","12.7","qa.derived_fiber_g","618","g","1","تونة خفيفة معلبة بالماء ومصفاة / Light tuna, canned in water, drained: 83g; أرز بني مطهو / Brown rice, cooked: 260g; فلفل حلو أحمر طازج / Red bell pepper, raw: 130g; فطر أبيض مطهو / White mushrooms, cooked: 95g; زيت زيتون / Olive oil: 30g; ثوم طازج / Garlic, raw: 10g; بابريكا / Paprika: 10g","سخّن أو حضّر كمية التونة المحددة وفق حالتها المطهوة المدرجة. | سخّن المكونات المطهوة وحضّر المكونات الطازجة من الكميات المحددة من الأرز البني، الفلفل الأحمر، الفطر، زيت الزيتون، الثوم، البابريكا مع الحفاظ على حالة كل مكوّن المسجلة. | رتّب الحصة كاملة في وعاء حجري عريض وضحل باستخدام التونة، الأرز البني، الفلفل الأحمر، الفطر، زيت الزيتون، الثوم، البابريكا فقط ووزّع الصلصات والتوابل بخفة وتساوٍ.","Warm or prepare the measured Tuna using its listed cooked form. | Warm cooked components and prepare fresh components from the measured Brown Rice, Red Pepper, Mushrooms, Olive Oil, Garlic, Paprika, keeping each food in its recorded state. | Arrange the complete serving in one wide shallow stoneware bowl using only Tuna, Brown Rice, Red Pepper, Mushrooms, Olive Oil, Garlic, Paprika; distribute sauces and seasonings lightly and evenly.","/nutrition/meals/MEAL-122/cover.webp","/nutrition/meals/MEAL-122/cover-thumb.webp","ready","FILES_PRESENT","{""calorie_band_kcal"":""600_plus"",""protein_band_g"":""30_39"",""carb_band_g"":""high"",""fat_band_g"":""high"",""meal_type_required"":true,""max_calorie_delta_pct"":10,""max_protein_delta_g"":8,""exclude_allergens"":true}","fish","pescatarian|gluten_free|high_fiber|omega_3","NOT_AVAILABLE","NO_EXPLICIT_TAG","NO_EXPLICIT_TAG","fat_loss|maintenance|muscle_gain","Nutrition Library V2. USDA FoodData Central. One serving. Identity is external_id.","USDA FoodData Central — SR Legacy (April 2018 release)"
"MEAL-123","وعاء الإدامامي بالكمون والليمون الأخضر مع الأرز البني","Cumin-Lime Edamame Bowl with Brown Rice","YES_DERIVED_FROM_PUBLISHED_READY","published","ready","lunch","MAIN_MEAL","OFFICIAL_MEAL_TYPE","NO_OFFICIAL","YES_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO","NO","449","29.9","42.1","17.9","12.5","qa.derived_fiber_g","398","g","1","فول صويا أخضر مطهو / Green soybeans, cooked: 216g; أرز بني مطهو / Brown rice, cooked: 40g; فطر أبيض مطهو / White mushrooms, cooked: 39g; خيار طازج بالقشر / Cucumber with peel, raw: 73g; أفوكادو طازج / Avocado, raw: 20g; كمون / Cumin seed: 2g; عصير ليمون أخضر طازج / Lime juice, raw: 8g","سخّن أو حضّر كمية الإدامامي المحددة وفق حالتها المطهوة المدرجة. | سخّن المكونات المطهوة وحضّر المكونات الطازجة من الكميات المحددة من الأرز البني، الفطر، الخيار، الأفوكادو، الكمون، الليمون الأخضر مع الحفاظ على حالة كل مكوّن المسجلة. | رتّب الحصة كاملة في وعاء حجري عريض وضحل باستخدام الإدامامي، الأرز البني، الفطر، الخيار، الأفوكادو، الكمون، الليمون الأخضر فقط ووزّع الصلصات والتوابل بخفة وتساوٍ.","Warm or prepare the measured Edamame using its listed cooked form. | Warm cooked components and prepare fresh components from the measured Brown Rice, Mushrooms, Cucumber, Avocado, Cumin, Lime, keeping each food in its recorded state. | Arrange the complete serving in one wide shallow stoneware bowl using only Edamame, Brown Rice, Mushrooms, Cucumber, Avocado, Cumin, Lime; distribute sauces and seasonings lightly and evenly.","/nutrition/meals/MEAL-123/cover.webp","/nutrition/meals/MEAL-123/cover-thumb.webp","ready","FILES_PRESENT","{""calorie_band_kcal"":""300_449"",""protein_band_g"":""20_29"",""carb_band_g"":""moderate"",""fat_band_g"":""moderate"",""meal_type_required"":true,""max_calorie_delta_pct"":10,""max_protein_delta_g"":8,""exclude_allergens"":true}","soy","vegetarian|vegan|pescatarian|gluten_free|high_fiber","NOT_AVAILABLE","YES_EXPLICIT","YES_EXPLICIT","fat_loss|maintenance|muscle_gain","Nutrition Library V2. USDA FoodData Central. One serving. Identity is external_id.","USDA FoodData Central — SR Legacy (April 2018 release)"
"MEAL-124","وعاء الفاصوليا الحمراء بالزنجبيل والصويا مع البرغل","Ginger-Soy Kidney Beans Bowl with Bulgur","YES_DERIVED_FROM_PUBLISHED_READY","published","ready","lunch","MAIN_MEAL","OFFICIAL_MEAL_TYPE","NO_OFFICIAL","YES_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO","NO","790","35.2","118.8","19.3","34.2","qa.derived_fiber_g","618","g","1","فاصوليا حمراء مطهوة / Kidney beans, cooked: 300g; برغل مطهو / Bulgur, cooked: 244g; خس روماني طازج / Romaine lettuce, raw: 20g; جزر طازج / Carrot, raw: 20g; زيت زيتون / Olive oil: 17g; زنجبيل طازج / Ginger root, raw: 2g; صلصة صويا قليلة الصوديوم / Reduced-sodium soy sauce: 15g","سخّن أو حضّر كمية الفاصوليا الحمراء المحددة وفق حالتها المطهوة المدرجة. | سخّن المكونات المطهوة وحضّر المكونات الطازجة من الكميات المحددة من البرغل، الخس الروماني، الجزر، زيت الزيتون، الزنجبيل، صلصة الصويا مع الحفاظ على حالة كل مكوّن المسجلة. | رتّب الحصة كاملة في وعاء حجري عريض وضحل باستخدام الفاصوليا الحمراء، البرغل، الخس الروماني، الجزر، زيت الزيتون، الزنجبيل، صلصة الصويا فقط ووزّع الصلصات والتوابل بخفة وتساوٍ.","Warm or prepare the measured Kidney Beans using its listed cooked form. | Warm cooked components and prepare fresh components from the measured Bulgur, Romaine, Carrot, Olive Oil, Ginger, Soy Sauce, keeping each food in its recorded state. | Arrange the complete serving in one wide shallow stoneware bowl using only Kidney Beans, Bulgur, Romaine, Carrot, Olive Oil, Ginger, Soy Sauce; distribute sauces and seasonings lightly and evenly.","/nutrition/meals/MEAL-124/cover.webp","/nutrition/meals/MEAL-124/cover-thumb.webp","ready","FILES_PRESENT","{""calorie_band_kcal"":""600_plus"",""protein_band_g"":""30_39"",""carb_band_g"":""high"",""fat_band_g"":""high"",""meal_type_required"":true,""max_calorie_delta_pct"":10,""max_protein_delta_g"":8,""exclude_allergens"":true}","gluten|soy","vegetarian|vegan|pescatarian|high_protein|high_fiber","NOT_AVAILABLE","YES_EXPLICIT","YES_EXPLICIT","fat_loss|maintenance|muscle_gain","Nutrition Library V2. USDA FoodData Central. One serving. Identity is external_id.","USDA FoodData Central — SR Legacy (April 2018 release)"
"MEAL-125","طبق بياض البيض بالطحينة والليمون مع تورتيلا الذرة والجزر","Tahini-Lemon Egg White Plate with Corn Tortilla and Carrot","YES_DERIVED_FROM_PUBLISHED_READY","published","ready","lunch","MAIN_MEAL","OFFICIAL_MEAL_TYPE","NO_OFFICIAL","YES_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO","NO","422","30.2","51","10.8","8.4","qa.derived_fiber_g","422","g","1","بياض بيض طازج / Egg white, raw, fresh: 214g; خبز تورتيلا الذرة / Corn tortilla: 88g; فلفل حلو أحمر طازج / Red bell pepper, raw: 35g; جزر طازج / Carrot, raw: 67g; زيت زيتون / Olive oil: 5g; طحينة سمسم / Sesame butter, tahini: 5g; عصير ليمون طازج / Lemon juice, raw: 8g","اطهُ بياض البيض في مقلاة غير لاصقة حتى يصبح معتمًا تمامًا وتصل الحرارة الداخلية إلى 74°م (165°ف). | سخّن المكونات المطهوة وحضّر المكونات الطازجة من الكميات المحددة من تورتيلا الذرة، الفلفل الأحمر، الجزر، زيت الزيتون، الطحينة، الليمون مع الحفاظ على حالة كل مكوّن المسجلة. | رتّب الحصة كاملة في طبق خزفي مسطح ومحايد باستخدام بياض البيض، تورتيلا الذرة، الفلفل الأحمر، الجزر، زيت الزيتون، الطحينة، الليمون فقط ووزّع الصلصات والتوابل بخفة وتساوٍ.","Cook the Egg White in a nonstick pan until fully opaque and the center reaches 74°C (165°F). | Warm cooked components and prepare fresh components from the measured Corn Tortilla, Red Pepper, Carrot, Olive Oil, Tahini, Lemon, keeping each food in its recorded state. | Arrange the complete serving in one flat neutral ceramic dinner plate using only Egg White, Corn Tortilla, Red Pepper, Carrot, Olive Oil, Tahini, Lemon; distribute sauces and seasonings lightly and evenly.","/nutrition/meals/MEAL-125/cover.webp","/nutrition/meals/MEAL-125/cover-thumb.webp","ready","FILES_PRESENT","{""calorie_band_kcal"":""300_449"",""protein_band_g"":""30_39"",""carb_band_g"":""high"",""fat_band_g"":""moderate"",""meal_type_required"":true,""max_calorie_delta_pct"":10,""max_protein_delta_g"":8,""exclude_allergens"":true}","egg|sesame","vegetarian|pescatarian|gluten_free|high_fiber","NOT_AVAILABLE","YES_EXPLICIT","NO_EXPLICIT_TAG","fat_loss|maintenance|muscle_gain","Nutrition Library V2. USDA FoodData Central. One serving. Identity is external_id.","USDA FoodData Central — SR Legacy (April 2018 release)"
"MEAL-126","وعاء بياض البيض بالطماطم والبقدونس مع الأرز البني","Tomato-Parsley Egg White Bowl with Brown Rice","YES_DERIVED_FROM_PUBLISHED_READY","published","ready","dinner","MAIN_MEAL","OFFICIAL_MEAL_TYPE","NO_OFFICIAL","YES_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO","NO","730","36.8","71.2","33.1","5","qa.derived_fiber_g","618","g","1","بياض بيض طازج / Egg white, raw, fresh: 267g; أرز بني مطهو / Brown rice, cooked: 260g; فلفل حلو أحمر طازج / Red bell pepper, raw: 20g; خيار طازج بالقشر / Cucumber with peel, raw: 20g; زيت زيتون / Olive oil: 30g; طماطم طازجة / Tomato, raw: 20g; بقدونس طازج / Fresh parsley: 1g","اطهُ بياض البيض في مقلاة غير لاصقة حتى يصبح معتمًا تمامًا وتصل الحرارة الداخلية إلى 74°م (165°ف). | سخّن المكونات المطهوة وحضّر المكونات الطازجة من الكميات المحددة من الأرز البني، الفلفل الأحمر، الخيار، زيت الزيتون، الطماطم، البقدونس مع الحفاظ على حالة كل مكوّن المسجلة. | رتّب الحصة كاملة في وعاء حجري عريض وضحل باستخدام بياض البيض، الأرز البني، الفلفل الأحمر، الخيار، زيت الزيتون، الطماطم، البقدونس فقط ووزّع الصلصات والتوابل بخفة وتساوٍ.","Cook the Egg White in a nonstick pan until fully opaque and the center reaches 74°C (165°F). | Warm cooked components and prepare fresh components from the measured Brown Rice, Red Pepper, Cucumber, Olive Oil, Tomato, Parsley, keeping each food in its recorded state. | Arrange the complete serving in one wide shallow stoneware bowl using only Egg White, Brown Rice, Red Pepper, Cucumber, Olive Oil, Tomato, Parsley; distribute sauces and seasonings lightly and evenly.","/nutrition/meals/MEAL-126/cover.webp","/nutrition/meals/MEAL-126/cover-thumb.webp","ready","FILES_PRESENT","{""calorie_band_kcal"":""600_plus"",""protein_band_g"":""30_39"",""carb_band_g"":""high"",""fat_band_g"":""high"",""meal_type_required"":true,""max_calorie_delta_pct"":10,""max_protein_delta_g"":8,""exclude_allergens"":true}","egg","vegetarian|pescatarian|gluten_free|high_protein","NOT_AVAILABLE","YES_EXPLICIT","NO_EXPLICIT_TAG","fat_loss|maintenance|muscle_gain","Nutrition Library V2. USDA FoodData Central. One serving. Identity is external_id.","USDA FoodData Central — SR Legacy (April 2018 release)"
"MEAL-127","طبق خبز القمح الكامل بالليمون والأعشاب مع التونة","Lemon-Herb Whole-Wheat Bread Plate with Tuna","YES_DERIVED_FROM_PUBLISHED_READY","published","ready","dinner","MAIN_MEAL","OFFICIAL_MEAL_TYPE","NO_OFFICIAL","YES_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO","NO","518","29.9","55.8","19.5","10.8","qa.derived_fiber_g","311","g","1","تونة خفيفة معلبة بالماء ومصفاة / Light tuna, canned in water, drained: 50g; خبز قمح كامل / Whole-wheat bread: 100g; فطر أبيض مطهو / White mushrooms, cooked: 80g; بازلاء خضراء مطهوة / Green peas, cooked: 50g; زيت زيتون / Olive oil: 15g; عصير ليمون طازج / Lemon juice, raw: 8g; بقدونس طازج / Fresh parsley: 8g","سخّن أو حضّر كمية التونة المحددة وفق حالتها المطهوة المدرجة. | سخّن المكونات المطهوة وحضّر المكونات الطازجة من الكميات المحددة من خبز القمح الكامل، الفطر، البازلاء الخضراء، زيت الزيتون، الليمون، البقدونس مع الحفاظ على حالة كل مكوّن المسجلة. | رتّب الحصة كاملة في طبق خزفي مسطح ومحايد باستخدام التونة، خبز القمح الكامل، الفطر، البازلاء الخضراء، زيت الزيتون، الليمون، البقدونس فقط ووزّع الصلصات والتوابل بخفة وتساوٍ.","Warm or prepare the measured Tuna using its listed cooked form. | Warm cooked components and prepare fresh components from the measured Whole-Wheat Bread, Mushrooms, Green Peas, Olive Oil, Lemon, Parsley, keeping each food in its recorded state. | Arrange the complete serving in one flat neutral ceramic dinner plate using only Tuna, Whole-Wheat Bread, Mushrooms, Green Peas, Olive Oil, Lemon, Parsley; distribute sauces and seasonings lightly and evenly.","/nutrition/meals/MEAL-127/cover.webp","/nutrition/meals/MEAL-127/cover-thumb.webp","ready","FILES_PRESENT","{""calorie_band_kcal"":""450_599"",""protein_band_g"":""20_29"",""carb_band_g"":""high"",""fat_band_g"":""high"",""meal_type_required"":true,""max_calorie_delta_pct"":10,""max_protein_delta_g"":8,""exclude_allergens"":true}","gluten|fish","pescatarian|high_fiber","NOT_AVAILABLE","NO_EXPLICIT_TAG","NO_EXPLICIT_TAG","fat_loss|maintenance|muscle_gain","Nutrition Library V2. USDA FoodData Central. One serving. Identity is external_id.","USDA FoodData Central — SR Legacy (April 2018 release)"
"MEAL-128","وعاء الديك الرومي بالثوم والبابريكا مع الكسكس","Garlic-Paprika Turkey Bowl with Couscous","YES_DERIVED_FROM_PUBLISHED_READY","published","ready","dinner","MAIN_MEAL","OFFICIAL_MEAL_TYPE","NO_OFFICIAL","YES_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO","NO","550","42.1","43.1","23.2","5.8","qa.derived_fiber_g","420","g","1","صدر ديك رومي مطهو ومشوي / Turkey breast, cooked, roasted: 110g; كسكس مطهو / Couscous, cooked: 150g; خس روماني طازج / Romaine lettuce, raw: 80g; سبانخ مطهوة / Spinach, cooked: 50g; زيت زيتون / Olive oil: 20g; ثوم طازج / Garlic, raw: 8g; بابريكا / Paprika: 2g","سخّن أو حضّر كمية الديك الرومي المحددة وفق حالتها المطهوة المدرجة. | سخّن المكونات المطهوة وحضّر المكونات الطازجة من الكميات المحددة من الكسكس، الخس الروماني، السبانخ، زيت الزيتون، الثوم، البابريكا مع الحفاظ على حالة كل مكوّن المسجلة. | رتّب الحصة كاملة في وعاء حجري عريض وضحل باستخدام الديك الرومي، الكسكس، الخس الروماني، السبانخ، زيت الزيتون، الثوم، البابريكا فقط ووزّع الصلصات والتوابل بخفة وتساوٍ.","Warm or prepare the measured Turkey using its listed cooked form. | Warm cooked components and prepare fresh components from the measured Couscous, Romaine, Spinach, Olive Oil, Garlic, Paprika, keeping each food in its recorded state. | Arrange the complete serving in one wide shallow stoneware bowl using only Turkey, Couscous, Romaine, Spinach, Olive Oil, Garlic, Paprika; distribute sauces and seasonings lightly and evenly.","/nutrition/meals/MEAL-128/cover.webp","/nutrition/meals/MEAL-128/cover-thumb.webp","ready","FILES_PRESENT","{""calorie_band_kcal"":""450_599"",""protein_band_g"":""40_plus"",""carb_band_g"":""moderate"",""fat_band_g"":""high"",""meal_type_required"":true,""max_calorie_delta_pct"":10,""max_protein_delta_g"":8,""exclude_allergens"":true}","gluten","high_protein","NOT_AVAILABLE","NO_EXPLICIT_TAG","NO_EXPLICIT_TAG","fat_loss|maintenance|muscle_gain","Nutrition Library V2. USDA FoodData Central. One serving. Identity is external_id.","USDA FoodData Central — SR Legacy (April 2018 release)"
"MEAL-129","طبق الشعير بالكمون والليمون الأخضر مع الروبيان","Cumin-Lime Barley Plate with Shrimp","YES_DERIVED_FROM_PUBLISHED_READY","published","ready","dinner","MAIN_MEAL","OFFICIAL_MEAL_TYPE","NO_OFFICIAL","YES_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO","NO","778","30.5","86.7","34.3","15.1","qa.derived_fiber_g","618","g","1","روبيان مطهو / Shrimp, cooked: 74g; شعير لؤلؤي مطهو / Pearled barley, cooked: 260g; سبانخ مطهوة / Spinach, cooked: 130g; كوسا مطهوة / Zucchini, cooked: 99g; زيت زيتون / Olive oil: 30g; كمون / Cumin seed: 10g; عصير ليمون أخضر طازج / Lime juice, raw: 15g","سخّن أو حضّر كمية الروبيان المحددة وفق حالتها المطهوة المدرجة. | سخّن المكونات المطهوة وحضّر المكونات الطازجة من الكميات المحددة من الشعير، السبانخ، الكوسا، زيت الزيتون، الكمون، الليمون الأخضر مع الحفاظ على حالة كل مكوّن المسجلة. | رتّب الحصة كاملة في طبق خزفي مسطح ومحايد باستخدام الروبيان، الشعير، السبانخ، الكوسا، زيت الزيتون، الكمون، الليمون الأخضر فقط ووزّع الصلصات والتوابل بخفة وتساوٍ.","Warm or prepare the measured Shrimp using its listed cooked form. | Warm cooked components and prepare fresh components from the measured Barley, Spinach, Zucchini, Olive Oil, Cumin, Lime, keeping each food in its recorded state. | Arrange the complete serving in one flat neutral ceramic dinner plate using only Shrimp, Barley, Spinach, Zucchini, Olive Oil, Cumin, Lime; distribute sauces and seasonings lightly and evenly.","/nutrition/meals/MEAL-129/cover.webp","/nutrition/meals/MEAL-129/cover-thumb.webp","ready","FILES_PRESENT","{""calorie_band_kcal"":""600_plus"",""protein_band_g"":""30_39"",""carb_band_g"":""high"",""fat_band_g"":""high"",""meal_type_required"":true,""max_calorie_delta_pct"":10,""max_protein_delta_g"":8,""exclude_allergens"":true}","gluten|shellfish","pescatarian|high_fiber","NOT_AVAILABLE","NO_EXPLICIT_TAG","NO_EXPLICIT_TAG","fat_loss|maintenance|muscle_gain","Nutrition Library V2. USDA FoodData Central. One serving. Identity is external_id.","USDA FoodData Central — SR Legacy (April 2018 release)"
